,molecule_pref_name,molecule_chembl_id,canonical_smiles,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
47,GENTAMICIN,CHEMBL3039597,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,11.129477946271102,11.129477946271102,0.06197055846985755,-1.2912170542410788,0.05709488007919611,51.03125,1390.728000000001,1266.7439999999995,1389.901795956,564,0,0.18523178500525575,-0.3875623237583222,0.3875623237583222,0.18523178500525575,0.3958333333333333,0.6666666666666666,0.9479166666666666,16.73785431822153,9.837011352111125,2.5522700811994876,-2.481586224873991,2.363968831985763,-2.6838140063913136,5.0597207299911195,-0.3068904344964368,0.7979945260344713,2.032984719190638e-07,2316.2709036070883,71.21335607604672,57.1744023832138,57.1744023832138,45.034626031203686,33.98734932264003,33.98734932264003,28.754836337229012,28.754836337229012,20.602190179271442,20.602190179271442,14.596909827824945,14.596909827824945,-1.4400000000000006,7.338210117905716e+22,81.85352001108826,35.36044264077942,19.48443978074675,562.6789106279432,187.13859866397632,90.05074908593069,37.740160376011275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.59676853549597,54.87948303909625,74.38359003167142,102.80110199916696,0.0,0.0,21.267154416025324,63.07034224878404,323.0946608380455,54.55609023016008,0.0,0.0,0.0,84.33749666480936,0.0,0.0,0.0,331.2034170169848,56.84235544560059,0.0,92.40608060478722,0.0,0.0,0.0,0.0,627.1700000000001,182.1674769242736,45.95874655356634,0.0,68.34174920252346,45.06968614346863,19.26246486877803,0.0,41.91422754710344,20.89514638205844,21.267154416025324,119.91269769438466,70.42808508642828,0.0,0.0,108.33058325541688,63.846451390937126,0.0,-6.837997492724369,-13.28504911823833,8.697258765973176,6.737334778873934,1.0,96,35,36,3,6,9,0,0,0,36,24,36,19,3,6,9,9,-10.892399999999943,345.45340000000016,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,MARISTACHONE A,CHEMBL2335706,COCc1c(C(C)O)cc(O)c(C)c1OC,9.721668556311414,9.721668556311414,0.11815098261526868,-0.6754166666666672,0.8229644771021474,12.5625,226.27199999999996,208.12799999999996,226.120509056,90,0,0.13085165307981297,-0.5075301175759295,0.5075301175759295,0.13085165307981297,1.375,2.0,2.4375,16.476752565853786,9.984303921794226,2.179165589709269,-2.1807876570567455,2.3620419778869115,-2.043872392528733,5.529733747954951,0.16695602512819052,2.23289566117469,3.4241722389373366,371.77177667990776,12.292528739883947,10.072731091493441,10.072731091493441,7.5232744676537155,5.088030611818949,5.088030611818949,3.7307076317697736,3.7307076317697736,2.5824638968620164,2.5824638968620164,1.7586703912671036,1.7586703912671036,-1.26,3041.203890519928,12.807842605156038,5.184514394593856,2.2818795084025165,95.4366137692824,19.68678069728151,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.477292959539852,18.236700524671523,19.820645893538753,19.68678069728151,0.0,0.0,0.0,0.0,26.558322751642468,14.219595082555067,22.756721543552597,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,24.432649872236478,11.343744918312968,6.923737199690624,29.718058062529913,6.06636706846161,0.0,0.0,0.0,58.92,6.103966387748303,10.213054789681411,0.0,5.749511833283905,23.483296781190813,5.563451491696996,7.109797541277533,27.02363900912039,0.0,0.0,9.473725907600098,10.33254440665155,0.0,0.0,19.36591836734694,2.0518981481481484,0.6855120937263801,1.5524537037037036,-0.6754166666666672,3.7424414210128494,3.1113151927437643,0.5,16,2,4,0,0,0,1,0,1,4,2,4,4,0,0,0,1,1.90892,60.742600000000046,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,PSEUDOPTEROXAZOLE,CHEMBL469075,CC(C)=C[C@@H]1C[C@H](C)[C@H]2CC[C@H](C)c3c2c1c(C)c1ncoc31,5.864529242252456,5.864529242252456,0.5337037037037033,0.5337037037037033,0.5854806958783606,29.434782608695652,309.453,282.23699999999997,309.209264484,122,0,0.1815044574203943,-0.443154735041721,0.443154735041721,0.1815044574203943,1.173913043478261,1.9565217391304348,2.6956521739130435,16.3380926059438,9.617925276293127,2.397995405779114,-2.4207328710274045,2.5453547261700615,-2.2770056135251306,5.844315063508131,0.3323674330481559,2.9521934962950036,2.0950089597741908,793.7647398424576,16.30060042939172,14.94088384466122,14.94088384466122,10.986071002992368,9.030692998405211,9.030692998405211,8.044503241689617,8.044503241689617,6.143802692697278,6.143802692697278,5.1915542275714675,5.1915542275714675,-1.5700000000000003,249965.17552479426,14.986905551360206,5.222436870833615,2.1039790181016342,138.53496915856527,4.417150937053347,5.516700717616262,11.976659640432764,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,25.496599036284397,74.47774908142506,11.48135753785839,0.0,4.417150937053347,11.099720859258504,0.0,4.9839785209472085,5.917906046161393,71.63486900571532,0.0,40.29657010248165,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,12.841643245852017,86.96493777281268,22.45991507274702,0.0,11.099720859258504,0.0,26.03,0.0,0.0,0.0,0.0,17.75371813848418,17.017626905419895,35.96247238224129,17.520542482184513,0.0,45.67868462623421,4.417150937053347,5.864529242252456,0.0,4.56380432728647,0.0,9.56242866591081,2.555959939531367,0.0,7.965536737843285,11.48774108717561,0.0,0.5714285714285714,23,0,2,2,0,2,1,1,2,2,0,2,1,0,0,0,4,6.206720000000006,95.08900000000006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,SULFAMETHOXAZOLE,CHEMBL443,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,11.888543083900228,11.888543083900228,0.11791950113378746,-3.6448148148148136,0.804736706639606,11.352941176470589,253.28300000000002,242.19499999999996,253.052112212,90,0,0.26263766546728673,-0.3987277171275083,0.3987277171275083,0.26263766546728673,1.2941176470588236,1.9411764705882353,2.4705882352941178,32.23327100516001,10.319156978539294,2.151313424430646,-2.040786898072918,2.1624639396955914,-2.1257039155277844,7.9231786451482735,0.40001198891574996,2.6349060156658664,2.276726283674452,616.5006093542685,12.466255326250886,9.044308372493166,9.860804953420892,7.971163677742107,4.789279361444521,6.2724426090389125,3.4973370282410308,5.17973926965055,2.05729948012662,3.427934409355713,1.2580754230988545,2.2418374228911926,-2.02,7651.767069493676,11.464961646363335,4.095983503072133,2.5628629762604866,98.46930176378612,10.256762414135533,5.760247418874442,5.817862777835028,0.0,10.023291153407584,0.0,4.722094864452088,8.417796984328938,0.0,0.0,5.156663257125445,31.18920547353706,11.753753343145172,4.895483475517775,12.940891921302285,21.528540205926173,0.0,5.156663257125445,0.0,11.819220675208399,10.455762341614273,36.09208276118249,0.0,0.0,10.455762341614273,11.50524905251859,0.0,0.0,13.574460241454382,10.023291153407584,6.923737199690624,5.760247418874442,39.750413754799176,0.0,0.0,0.0,98.22,10.023291153407584,8.417796984328938,0.0,10.713346253352803,11.447633693558004,0.0,30.33183534230805,6.923737199690624,0.0,9.878758121577533,10.256762414135533,30.846883083480307,0.0,0.11791950113378746,3.55404935122197,5.984419557181102,0.679936224489796,7.370322341899723,0.0,1.6746180887414654,-3.6448148148148136,0.1,17,3,6,0,0,0,1,1,2,5,2,7,3,0,0,0,2,1.3660199999999998,62.90290000000002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,CG-400549,CHEMBL488937,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,12.28619373057865,12.28619373057865,0.07828879545645395,-0.07828879545645395,0.6991383190894905,10.708333333333334,340.448,320.288,340.12454887999996,124,0,0.2540422985693056,-0.4929556314387168,0.4929556314387168,0.2540422985693056,1.2083333333333333,2.0833333333333335,2.8333333333333335,32.133473660165464,10.07310736769025,2.049704269050471,-2.112979667483789,2.165475658254121,-2.196722029430957,7.094346442523703,0.3213361637401235,3.0733373795092733,1.6586748522442525,869.3233430563413,16.940946820939054,13.566781502347451,14.383278083275178,11.631030293135236,7.829282674217007,8.708935485471901,5.637772261729935,6.6700174440916875,3.9934147303472813,4.929588672973419,2.4924658373525004,3.1827124464077223,-2.5299999999999994,419581.23906274454,16.332081955061795,7.360124631402666,3.8621725397989914,144.69030075372817,15.037630078753589,5.749511833283905,0.0,0.0,5.559266895052007,0.0,4.794537184071822,0.0,0.0,11.336785877934737,18.19910120538483,41.62980415893536,29.248565731385554,13.151638370425493,4.736862953800049,17.0241721526183,0.0,4.567099647791355,0.0,19.88931522852921,12.340549441675103,80.39933007752938,0.0,5.749511833283905,16.02979732601424,5.687386274683562,5.749511833283905,11.336785877934737,11.173981612304273,12.965578028838586,6.923737199690624,16.00405017709529,58.83601300538208,0.0,0.0,0.0,57.25,0.0,4.794537184071822,0.0,5.559266895052007,18.9011502037094,23.235110881003564,10.94351426216291,22.10072909733917,37.255572541998674,11.446429838927525,10.470530430962235,7.3421483686067015,1.7113030757450225,13.564419338649762,2.050436208653686,8.650552345775909,0.6084292852943647,13.243433424133174,2.6197198729634694,3.042891413511245,0.0,0.21052631578947367,24,2,4,0,0,0,1,2,3,5,1,5,6,0,0,0,3,3.470220000000002,98.91340000000005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52,HYALOPYRONE,CHEMBL455250,CCC(C)c1oc(CC(C)O)cc(=O)c1C,11.720878684807257,11.720878684807257,0.0025925925925922577,-0.49014928193499663,0.8538945076526954,14.8125,224.29999999999998,204.13999999999996,224.1412445,90,0,0.1877782146810271,-0.4651426501395262,0.4651426501395262,0.1877782146810271,1.4375,2.0625,2.5625,16.344186669177887,10.008686989398393,2.1407230058077147,-2.126714458304199,2.213610006571768,-2.134625217467966,5.20736707815433,0.18451130941290178,2.2081947802042454,3.166451815302068,404.1290004501975,12.292528739883947,10.409974546369657,10.409974546369657,7.451596160381718,5.768454020314193,5.768454020314193,4.42865539489521,4.42865539489521,2.8288840971777964,2.8288840971777964,1.6704755764121273,1.6704755764121273,-1.0899999999999999,2802.1991760791875,12.977069081153589,5.302388549592306,2.9512249251863114,96.11151271091865,9.523678331894054,11.520494837748885,5.428790391900541,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,13.847474399381248,20.268296022307258,23.96854622924601,6.103966387748303,9.523678331894054,0.0,0.0,0.0,0.0,52.5584644785242,0.0,33.37364097387985,0.0,0.0,5.428790391900541,0.0,0.0,0.0,11.210493782589008,6.4208216229260096,6.923737199690624,50.193885597605146,15.27805518958678,0.0,0.0,0.0,50.440000000000005,6.103966387748303,9.901064578912528,0.0,11.346696438061933,17.744520533497447,12.181069041800452,6.06636706846161,13.847474399381248,6.923737199690624,6.923737199690624,4.417150937053347,5.6925,0.0,11.720878684807257,9.290645707357017,0.6813822751322758,1.563147203325775,1.4800925925925925,0.8301544784580497,7.574532391660369,0.0,0.6153846153846154,16,1,3,0,0,0,0,1,1,3,1,3,4,0,0,0,1,2.385020000000001,63.80580000000004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,TELAVANCIN,CHEMBL507870,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,16.334985228630256,16.334985228630256,0.12257990402228525,-4.8461535848371025,0.023203451841293264,26.702479338842974,1755.6580000000004,1648.809999999999,1753.6374291219986,662,0,0.33872934644230207,-0.5074659400197562,0.5074659400197562,0.33872934644230207,0.6942148760330579,1.3057851239669422,1.9090909090909092,35.496795791508184,9.846485769335471,2.5235941430743596,-2.4816302461449573,2.5093997148972282,-2.654789539182374,7.511999572823847,-0.33426878522045367,1.2201868946667869,1.1702260648392522,4646.614213372573,88.22321699773812,67.1121036695255,69.51838875256232,57.32879303115543,39.732435289749304,42.28596813947157,31.28511193351042,33.74510833827596,21.67089391531218,22.897182000844435,15.157010270597624,16.01521691038041,-9.13,3.383265224725843e+33,94.12493491866273,41.367076289189654,23.03070721504159,705.2899685028857,148.17482839393782,89.47659525090083,29.934857612799284,53.389796668079654,0.0,13.565067614739736,38.12680857343408,4.794537184071822,0.0,0.0,107.11794394540381,123.05056166292692,48.284370568138065,53.172040121717615,132.1946206342182,78.11720550066529,0.0,53.167886040063316,11.651573523323577,221.0360758736277,39.57466797538232,116.22238039920397,0.0,57.12299764966523,73.11214237862566,0.0,45.99609466627124,30.79764210725292,226.6564688768421,63.676691024818616,5.917906046161393,168.96188806376176,72.79640482153933,10.045266627482652,11.126902983393991,0.0,598.0900000000001,268.6671512379929,79.8007569910588,23.97268592035911,40.658597422432635,13.08951281182515,86.47089195930673,51.28451423423046,13.847474399381248,13.847474399381248,60.09162323975394,57.356724980427515,51.416715007475744,14.318648123931139,138.30598470657125,143.94901525626835,0.5453562741202802,-17.07296644500458,-2.3865421917378713,-10.564060010603404,8.979187147687789,-3.380226757597585,0.525,121,24,38,0,7,7,5,0,5,28,23,41,30,0,2,2,12,2.692200000000017,432.337500000001,1,6,6,0,0,0,0,3,1,1,8,7,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,15,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0
54,MEMBRANOLIDE C,CHEMBL466575,CO[C@@H]1O[C@@H](OC)c2c1ccc([C@@]1(C)CCCC(C)(C)C1)c2[C@@H](C)C(=O)O,11.9994957404258,11.9994957404258,0.07016546201814067,-0.8342226473922898,0.7786144052095766,30.74074074074074,376.4930000000001,344.2370000000001,376.2249741239999,150,0,0.31021019827841406,-0.48078823462627124,0.48078823462627124,0.31021019827841406,1.1851851851851851,1.8518518518518519,2.4074074074074074,16.758672966969122,9.599123269952871,2.4367469984388266,-2.4446115951660863,2.5239505449426476,-2.356730329318156,5.773412854729887,-0.216990459723168,2.966884570756626,2.2217335153940176,725.658476419916,19.98276318419594,17.29538522804973,17.29538522804973,12.631976143026396,9.743984537956631,9.743984537956631,9.11617175769787,9.11617175769787,6.390388979279487,6.390388979279487,5.267655432804247,5.267655432804247,-1.43,897761.4698035305,20.308016555346505,7.190336272929119,3.5270618417499326,161.55520618354467,19.31711625624085,0.0,12.580053458670426,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,39.32476735892111,48.1430859906562,25.346498065949056,5.917906046161393,24.111653440312672,5.969305287951849,0.0,0.0,5.41499046939678,77.29118526469513,14.219595082555067,34.386540103711205,0.0,0.0,0.0,0.0,0.0,0.0,25.29542776534762,24.42011651486875,5.41499046939678,94.13000076208634,12.13273413692322,0.0,0.0,0.0,64.99000000000001,24.467264792783666,9.901064578912528,0.0,10.82998093879356,0.0,41.51627083556601,6.4208216229260096,21.14333228224569,6.06636706846161,26.83757866753348,14.210588861400147,16.89974111866969,0.0,11.9994957404258,9.84531143707483,3.829150604686321,-1.4789727418745275,4.130164871504157,3.2925481220635895,8.643799340723943,3.1720948400595317,0.6818181818181818,27,1,5,1,1,2,1,0,1,4,1,5,5,1,0,1,3,5.052800000000005,102.67880000000008,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,GRAMICIDIN S,CHEMBL373496,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,14.903878773822557,14.903878773822557,0.027876569787695926,-1.2159256017011646,0.11356167014864146,26.5609756097561,1141.4699999999996,1048.7339999999992,1140.705937144,452,0,0.24567554302571393,-0.3425114509389905,0.3425114509389905,0.24567554302571393,0.4146341463414634,0.7317073170731707,1.048780487804878,16.184902184678748,9.985062526289756,2.43207553019948,-2.3260894124185123,2.2359483241580542,-2.618967750606646,5.997200276141195,-0.1429720006616903,4.159323712202012,1.5836829520628002,2326.2798723913506,60.20743809765207,49.30172559355353,49.30172559355353,39.02029361689102,29.546383074036367,29.546383074036367,23.707265030341432,23.707265030341432,15.305301085523155,15.305301085523155,10.874723423151147,10.874723423151147,-6.94,2.3227813980912624e+17,65.86616162243831,32.04997574540691,19.066036690180077,483.2017925597445,63.801463248075976,60.418408291479594,0.0,59.071797293515054,0.0,0.0,47.94537184071822,0.0,0.0,0.0,116.05356828214111,112.09625620912483,25.93115605767717,0.0,47.94537184071822,59.071797293515054,0.0,52.334128293751604,35.13895913896994,192.85816536411673,26.1790256236503,71.7905736680101,0.0,0.0,54.00164378637503,0.0,0.0,0.0,155.46905067034592,60.78701508657023,23.671624184645573,130.72501681017908,60.6636706846161,0.0,0.0,0.0,325.4599999999999,131.32601767731745,47.94537184071822,0.0,89.38141069938118,36.81018947509803,0.0,9.799819461700956,76.22588534645539,39.827682935685715,42.53430883205065,11.46733495432437,0.0,0.0,148.5096715767955,22.846284883612274,13.269516908455012,-7.754088400682695,6.298577658876889,2.4530702941631306,15.043633745446556,0.0,0.6333333333333333,82,12,22,0,3,3,2,0,2,12,10,22,16,0,3,3,5,1.227799999999997,310.37040000000013,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,SPARSOMYCIN,CHEMBL2303630,CSC[S@@+]([O-])CC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O,11.817206868858655,11.817206868858655,0.14800366190247116,-1.146878072046423,0.3435640621929243,13.91304347826087,361.4450000000001,342.29300000000006,361.076612708,128,0,0.3254099796155924,-0.6156343680598749,0.6156343680598749,0.3254099796155924,1.4782608695652173,2.1739130434782608,2.739130434782609,32.25585062620561,10.192916103582935,2.169062778427712,-2.1706678942524613,2.0361565812626283,-2.415261500510387,8.11558995691064,-0.11676802022837725,2.4508592072897577,2.717242910469146,670.3092168013568,17.405412915006313,12.750074489411658,14.38306765126711,10.866611060554249,6.6353958806731,9.517276602503035,4.681362043780962,7.41450749914088,2.7812431028945723,5.549772941548702,1.7625966273180163,3.8365904650498,-1.49,79216.67129801954,19.556490004649003,9.60474335095798,6.648819742755255,139.5117383556586,19.96004439348461,5.752853606746789,5.084885590567569,5.907179729351506,5.559266895052008,5.689743398203474,14.573052889090853,4.794537184071822,0.0,11.761884949391115,0.0,30.431380963421194,11.769948101682342,18.212174285357875,14.453814452602892,34.92093925896179,0.0,15.284745645900749,0.0,12.965578028838586,23.700390345338683,38.171484254778456,0.0,0.0,16.565798897261814,0.0,0.0,11.761884949391115,55.27664521426364,15.97039165745711,6.923737199690624,11.257379486545457,15.665094474977526,0.0,6.076020106833881,0.0,138.10999999999999,34.37388532514023,24.042888820746533,0.0,17.923187062956703,10.77881358541603,6.076020106833881,24.76164225591562,0.0,6.255769183511404,15.284745645900749,0.0,11.625091546694179,0.2704078107488115,38.996334315101066,12.160342941212903,-0.7271831595348925,-0.38421714308619115,-0.6295416561686411,4.208332844132183,1.2026547231227964,0.0,0.46153846153846156,23,4,8,0,0,0,0,1,1,6,4,10,8,0,0,0,1,-1.068879999999999,91.86230000000003,0,1,1,0,0,2,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
