,molecule_pref_name,molecule_chembl_id,canonical_smiles,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
23,HOMOPSEUDOPTEROXAZOLE,CHEMBL511256,CCCCCc1nc2c(C)c3c4c(c2o1)[C@@H](C)CC[C@@H]4[C@@H](C)C[C@H]3C=C(C)C,6.461252598261527,6.461252598261527,0.5277235140434092,0.5277235140434092,0.38905695310811506,26.357142857142858,379.58800000000014,342.29200000000014,379.287514804,152,0,0.19499522659230548,-0.4403814972241079,0.4403814972241079,0.19499522659230548,1.1071428571428572,1.8928571428571428,2.607142857142857,16.348309225117216,9.61792381239467,2.4013628017564437,-2.420735508277329,2.5479531010297514,-2.277006339872605,5.848852619271387,0.3321033865318579,3.0499573769698722,1.9414238294877217,899.0289555396168,19.99927104214099,18.691960700217784,18.691960700217784,13.417922655570505,11.525182963024266,11.525182963024266,9.756854207180188,9.756854207180188,7.242016709229258,7.242016709229258,5.921476146273259,5.921476146273259,-1.5699999999999998,2559716.378067866,19.733738063644168,7.688483163003669,3.23066391970235,170.35967973054835,4.417150937053347,5.516700717616262,11.47374406366815,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,45.261979481827034,80.89857070435107,17.9021791607844,0.0,4.417150937053347,11.099720859258504,0.0,4.9839785209472085,5.917906046161393,104.24189269710998,0.0,39.79365452571704,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,6.4208216229260096,12.841643245852017,119.04186376330723,16.066275573956496,0.0,11.099720859258504,0.0,26.03,0.0,0.0,0.0,0.0,17.75371813848418,29.329172450371814,55.22493725101932,11.126902983393991,0.0,47.61844330497762,9.401129458000556,6.461252598261527,0.0,5.029629157218443,0.0,9.799235165813867,3.4827027745849892,0.0,11.00218057855403,13.891666392233812,0.0,0.6538461538461539,28,0,2,2,0,2,1,1,2,2,0,2,5,0,0,0,4,7.939420000000007,118.31800000000008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
24,AVRAINVILLEOL,CHEMBL460434,OCc1cc(Br)c(O)c(O)c1Cc1ccc(O)c(Br)c1,10.023326129062736,10.023326129062736,0.12408050411522642,-0.2568310657596371,0.5917314931487513,10.75,404.05400000000003,391.9580000000001,401.91023306399995,106,0,0.17177889784473913,-0.5067758035280951,0.5067758035280951,0.17177889784473913,0.9,1.6,2.2,79.91976155459457,9.982084247467817,2.1596588495008073,-2.130047031704287,2.395723992883598,-1.9743097792579172,9.104974223070087,0.2788649904786387,2.4280825823907617,2.46801109446577,656.1075425380483,14.861442840636295,10.268397967149886,13.440391045379295,9.434759407976111,5.741056944958035,7.3270534840727395,4.313935069664334,6.022608868013377,2.988282700950653,4.227928522287745,1.919374354009954,2.809691425048789,-1.2399999999999998,27745.699668979232,15.1546139094232,6.031331879967736,2.9195940462510785,132.13041177442096,20.426109579362823,5.749511833283905,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06636706846161,61.18589198467752,11.984273114623004,15.552320996177745,20.426109579362823,31.859887795898697,0.0,0.0,0.0,13.027703587438928,0.0,49.901261780602255,0.0,17.248535499851716,0.0,0.0,17.248535499851716,31.859887795898697,20.426109579362823,13.027703587438928,0.0,16.690354475090988,33.21090730551127,0.0,0.0,0.0,80.92,0.0,20.426109579362823,0.0,23.85541746436463,26.49316363798483,5.563451491696996,6.06636706846161,18.19910120538483,0.0,31.859887795898697,0.0,0.8713505186025035,6.3375894544635525,0.0,38.61467322452779,1.7949626795162512,-0.38733941956412155,6.530198845742,0.32087962962962924,-0.24898159958427812,0.0,0.14285714285714285,20,4,4,0,0,0,2,0,2,4,4,6,3,0,0,0,2,3.411500000000001,82.0072,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,BERBERINE,CHEMBL295124,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,5.595634703733549,5.595634703733549,0.29855202364554123,0.29855202364554123,0.6744905567941374,14.16,336.3670000000001,318.22300000000007,336.1230344760899,126,0,0.23080098116659084,-0.49284078100225776,0.49284078100225776,0.23080098116659084,1.0,1.84,2.64,16.696813997030088,9.94883865762581,2.280121167338155,-2.1693699758061253,2.4101727954855763,-2.3953952958814133,5.913534970158523,-0.6858697194735436,3.1072809129201557,1.7524067385221962,1012.4841662348883,16.96589084732138,14.16562871605281,14.16562871605281,12.279519543128242,8.29333981983898,8.29333981983898,6.2686616917109825,6.2686616917109825,5.0007251862408255,5.0007251862408255,3.768374317835423,3.768374317835423,-2.9499999999999997,1279721.2148625145,14.397839862069473,5.275648027356567,2.049607604030209,144.86701050779016,18.947451815200196,0.0,35.73964731066127,12.486870300948288,0.0,0.0,0.0,0.0,4.567099647791355,0.0,0.0,35.21514398000823,12.487188691387619,25.169270788716858,23.51455146299155,10.772448428929591,0.0,0.0,0.0,12.965578028838586,21.012537388654895,42.09213040561812,0.0,34.25542681968108,23.51455146299155,0.0,22.99804733313562,0.0,21.012537388654895,12.965578028838586,0.0,5.563451491696996,36.52867891392113,0.0,22.029827915475046,0.0,40.8,0.0,0.0,0.0,0.0,6.792942306099827,46.736073790903795,16.82083097824245,14.219595082555067,6.06636706846161,35.02941149325087,18.947451815200196,24.383546540408396,0.0,0.0,2.170564977534224,3.6764180209120694,3.1814025857766848,10.423709083942219,3.1120773494583016,1.2135135221338254,3.338767919834284,0.25,25,0,5,0,2,2,2,1,3,4,0,5,2,0,0,0,5,3.096300000000001,92.51000000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,KANAMYCIN,CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,10.934370590828925,10.934370590828925,0.08494740488788066,-1.6616048584519005,0.16685365193348575,53.72727272727273,484.50300000000016,448.21500000000026,484.238057972,194,0,0.1866233369638592,-0.3935672815104058,0.3935672815104058,0.1866233369638592,0.6666666666666666,1.1818181818181819,1.696969696969697,16.723934420328636,9.838720698108284,2.5107289901314838,-2.477289311964316,2.3074419666894666,-2.6820775321315233,5.009909437980697,-0.3316007954003258,2.785013664526957,1.722064446047075,584.1983387945309,24.610001506150223,17.854463788517695,17.854463788517695,15.50934547064609,10.79228063998325,10.79228063998325,8.789839929381964,8.789839929381964,6.482175991670567,6.482175991670567,4.400522452035769,4.400522452035769,-0.6,13654838.446765736,26.99525419145484,10.983748429196504,5.32387543252595,189.29915348343462,77.62781348773389,61.039663877483015,12.580053458670426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,18.628438064208495,12.648722793660879,54.693143579085124,0.0,0.0,0.0,22.93466990864874,98.16606144652333,13.151638370425493,0.0,0.0,0.0,22.93466990864874,0.0,0.0,0.0,140.64256995790774,18.947451815200196,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,282.61000000000007,98.35212178811022,35.745691763884935,0.0,12.965578028838586,0.0,0.0,0.0,0.0,0.0,0.0,41.88212172384894,22.188645928553036,0.0,0.0,70.89126281071222,23.505097560217962,0.0,-2.8618546241042164,-16.459712694205745,-0.7634389811732607,0.0,1.0,33,15,15,1,2,3,0,0,0,15,11,15,6,1,2,3,3,-7.2914000000000065,107.79220000000001,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,LACTULOSE,CHEMBL296306,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,9.997825727513227,9.997825727513227,0.6681220474300833,-2.368856725560595,0.2378914345193498,51.130434782608695,342.29699999999997,320.12100000000004,342.11621152399994,136,0,0.21862233673327933,-0.39356651509080404,0.39356651509080404,0.21862233673327933,0.8695652173913043,1.4782608695652173,2.0,16.73984090208538,9.986204221727562,2.560335780416783,-2.4068096686697964,2.332306488228391,-2.6044974068542803,4.975109544079449,-0.3184513817769151,2.797664825331315,2.1281884089863876,393.2032272794937,17.361442840636293,12.042576132467905,12.042576132467905,10.784241369346551,7.046446208114461,7.046446208114461,5.5846165152555,5.5846165152555,4.041430151927063,4.041430151927063,2.627593606050522,2.627593606050522,-0.43999999999999995,117627.81758105513,18.89235232228663,7.207281294562587,3.3583338121229525,130.43645768522254,55.062808020125786,42.72776471423811,6.290026729335213,5.7871111525705965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.820645893538753,55.062808020125786,0.0,0.0,0.0,0.0,54.80490259614392,19.820645893538753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.47776764840835,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,189.52999999999997,74.62554848968267,30.63916436904423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.423643651081555,15.310769951499118,0.0,0.0,76.50737401056102,0.0,-2.368856725560595,0.0,-12.212382618942643,-2.320237950890232,0.0,1.0,23,8,11,0,2,2,0,0,0,11,8,11,5,0,2,2,2,-5.395599999999993,68.64140000000003,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,GATIFLOXACIN,CHEMBL31,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,15.10226379440665,15.10226379440665,0.04452121126228281,-1.3095544247185658,0.8502925222174252,20.11111111111111,375.40000000000015,353.2240000000001,375.15943440399997,144,0,0.34072311785880255,-0.4922383334796481,0.4922383334796481,0.34072311785880255,1.4074074074074074,2.1481481481481484,2.740740740740741,19.14222055077092,10.067472245768954,2.3151721503802984,-2.3465414083176075,2.4328613773728067,-2.492574412604592,5.967228794182621,0.0694514961511481,3.457594576256845,2.0312285638536896,983.3041997140859,19.29216426095444,15.289285113591934,15.289285113591934,12.917922655570505,9.089625736995947,9.089625736995947,7.2530946342086455,7.2530946342086455,5.257984230316978,5.257984230316978,3.85958713921297,3.85958713921297,-2.61,2352395.215523802,17.78640509663867,6.525466670851624,2.9344163360412665,154.88650039420972,24.627188331288917,11.250837766380558,11.5667326743298,5.428790391900541,0.0,5.969305287951849,4.794537184071822,9.184952231746642,0.0,0.0,0.0,25.831747514004253,37.91479444764672,18.012722473358593,19.028342580387395,22.559616494716465,0.0,9.883888251797686,0.0,31.849062103838566,31.64397648986574,33.86721054878994,0.0,5.749511833283905,20.3823516805574,10.077801322358383,5.749511833283905,0.0,48.42883991874712,0.0,5.817220841045895,36.16520995045942,17.05774782414651,0.0,10.902924932081056,0.0,83.80000000000001,17.215316520898284,14.69560176298435,4.39041504767482,23.033357364457714,30.043111637408877,25.452766720226204,13.30664111289061,4.567099647791355,11.823646930541102,5.316788604006331,4.736862953800049,22.466325821995465,0.0,26.10034350041159,12.745230843140746,-0.23700241979507775,-1.591522489722344,1.450927212801761,3.1432336283278746,3.9679403295217686,1.454523573318216,0.47368421052631576,27,2,7,1,1,2,1,1,2,6,2,8,4,1,1,2,4,1.9804,99.62600000000003,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,MOXIFLOXACIN,CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,15.320222505668934,15.320222505668934,0.05985029814394904,-1.3014407118321263,0.8185182971562766,24.0,401.4380000000002,377.24600000000015,401.17508446799997,154,0,0.34072311785880255,-0.49223833745403334,0.49223833745403334,0.34072311785880255,1.3103448275862069,2.103448275862069,2.7586206896551726,19.14222125767045,9.942196446848442,2.377326819738945,-2.2455977655542094,2.445371881034611,-2.4029537271239336,5.967603297547841,0.06945134805698532,3.4522971165770104,1.7290816820456323,1048.2978600921988,20.283728092517162,16.280848945154656,16.280848945154656,13.990402300641941,10.16210538206738,10.16210538206738,8.319815704871159,8.319815704871159,6.488448088187943,6.488448088187943,4.953499964909382,4.953499964909382,-2.61,7887117.992531838,18.42058387285352,6.725318925390063,2.884890738826919,166.6105534694737,24.627188331288917,11.250837766380558,11.5667326743298,5.428790391900541,0.0,5.969305287951849,4.794537184071822,9.184952231746642,0.0,0.0,0.0,44.21231601223961,31.370038041734148,18.012722473358593,19.028342580387395,22.559616494716465,0.0,9.883888251797686,5.917906046161393,37.76696814999996,31.64397648986574,33.86721054878994,0.0,5.749511833283905,20.3823516805574,10.077801322358383,5.749511833283905,0.0,48.42883991874712,0.0,11.735126887207288,42.08311599662082,17.05774782414651,0.0,10.902924932081056,0.0,83.80000000000001,17.215316520898284,14.69560176298435,4.39041504767482,16.991516535309753,35.45810210680566,38.7727993035292,19.37300818135222,4.567099647791355,4.899909730850478,5.316788604006331,4.736862953800049,22.78517778407659,0.0,26.358017113094917,13.017738074656851,-0.15536167566199954,-1.0670584673263241,1.6164592265331796,5.404268065958043,2.3960100991272943,1.4780831128747796,0.5238095238095238,29,2,7,1,2,3,1,1,2,6,2,8,4,1,2,3,5,2.3705000000000007,106.67600000000004,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,CYSTEAMINE HYDROCHLORIDE,CHEMBL1256137,Cl.NCCS,4.951388888888889,4.951388888888889,0.0,0.0,0.47027931950426616,6.0,113.61300000000001,105.549,113.00659793599999,34,0,0.0025490654015494826,-0.32966115602539775,0.32966115602539775,0.0025490654015494826,1.6,1.8,1.8,35.4530004665773,10.821959291368744,1.5567994105467813,-1.694168298753286,1.5826702833632114,-1.9721453302289245,7.797752122420988,1.1561911051115565,1.370950594454669,0.0,11.609640474436812,3.414213562373095,2.8470257175265417,4.557949489454184,1.914213562373095,1.2244760564807007,1.8569315885143767,0.5122819323447918,0.9594955278447497,0.12909944487358055,0.38729833462074165,0.0,0.0,0.6,6.854752972273345,9.143209876543208,8.818934911242602,12.146874999999994,43.75224375519001,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.628789148012991,12.407033161179976,0.0,0.0,12.297610012659364,0.0,0.0,25.035822309192966,0.0,0.0,5.733667477162185,0.0,12.297610012659364,0.0,0.0,0.0,5.733667477162185,0.0,0.0,25.035822309192966,12.297610012659364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,0.0,0.0,0.0,12.407033161179976,6.544756405912575,5.752853606746789,0.0,0.0,0.0,12.628789148012991,5.733667477162185,0.0,3.795524691358025,0.0,0.0,4.951388888888889,0.7916666666666666,0.0,0.0,0.683641975308642,0.0,1.0,5,2,1,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0.2967,30.155399999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,CLINDAMYCIN,CHEMBL1753,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,12.900963325144874,12.900963325144874,0.147484882842025,-1.3619375064202812,0.4382730169795818,39.925925925925924,424.9910000000001,391.72700000000015,424.179870836,158,0,0.23721736515719324,-0.3875084408731224,0.3875084408731224,0.23721736515719324,1.3333333333333333,2.0,2.5555555555555554,35.49574543187552,9.924324004662026,2.4803490094350553,-2.436722434381369,2.307969255060371,-2.6468306022085413,7.986428886294427,-0.20472532401996635,2.9865070936692497,2.0940996593497245,498.3724409623958,20.300600429391718,16.416143273853475,17.988568800799655,12.704815018005776,9.578734509045027,11.30307139123577,7.734255416479904,9.358687649788187,5.630970274445807,6.75701471757682,4.1133872348697516,4.999021620212108,-0.09000000000000005,784871.9832588409,23.191500616007254,10.093723701555763,5.291161799986219,170.3254453577105,25.373233742328495,29.851863922562288,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,23.36282483962363,13.344558822616634,38.98672765789263,6.544756405912575,17.460769526501647,24.85098232239399,29.27000456897514,0.0,10.216698334856808,5.917906046161393,80.4225727172232,19.84819757210117,0.0,0.0,0.0,5.316788604006331,0.0,0.0,23.36282483962363,93.2875026658892,9.53140013787187,5.917906046161393,33.10993926815928,0.0,0.0,0.0,0.0,102.26,41.27079261991597,20.11411936859394,0.0,11.949020558499466,5.917906046161393,25.807221274690605,11.761884949391115,13.179506383202028,11.947581713527669,12.240525803696954,16.337802844032566,5.794234216260731,7.548110585943435,14.949648342361638,33.024404647343616,-0.7024930619758367,0.34972527641043216,-0.9336548878810798,-0.09796415605098963,4.739755500358751,1.9393446483404095,0.9444444444444444,27,4,7,0,2,2,0,0,0,7,4,9,7,0,2,2,2,0.3895000000000004,106.87510000000006,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,RAZUPENEM,CHEMBL1256722,C[C@H]1C=C(c2csc(SC3=C(C(=O)O)N4C(=O)[C@H]([C@@H](C)O)[C@H]4[C@H]3C)n2)CN1,12.383646267752129,12.383646267752129,0.033815586419753574,-1.1133810282096712,0.6393130574827536,31.037037037037038,407.5170000000001,386.34900000000016,407.09734815200005,144,0,0.3529766800253233,-0.4765389828864399,0.4765389828864399,0.3529766800253233,1.4814814814814814,2.2222222222222223,2.814814814814815,32.19461439749186,9.79004574811644,2.5966111112564585,-2.458771703929165,2.5184337499008476,-2.631245182055867,8.042708129260944,-0.1626476864997137,3.26698004590267,1.6151831757511832,875.7127078889949,19.455300967770967,15.170406209369215,16.803399371224668,12.79060145563268,8.856621349862214,10.552770742044833,7.234101266565818,9.38127137655301,5.386156657587209,7.609819612436968,4.0690496662371896,6.182524425830044,-1.6800000000000002,1370720.2838992914,18.672580676050945,6.733194489697508,2.92859879705948,164.7131641455041,20.42975312453822,5.697039313055833,4.339655680673546,5.907179729351506,0.0,5.969305287951849,4.794537184071822,9.77851570501903,0.0,11.336785877934737,24.76164225591562,19.420578929450514,28.789702565577894,23.75764125790612,19.802129157825057,40.54826037469847,0.0,15.200676855804016,11.835812092322787,43.29851532578964,6.544756405912575,27.752186699094135,0.0,0.0,5.316788604006331,0.0,0.0,23.098670827325854,56.70583251073925,9.589074368143644,11.835812092322787,26.465139593920334,26.39791438491922,0.0,5.573104530069267,0.0,102.76,17.991177721861547,19.802129157825057,0.0,23.563965917716693,10.946977343038007,22.151444611503848,27.998580558176332,6.923737199690624,12.30379997015654,23.300524431478042,0.0,0.7588879440665158,2.796835343705383,30.862671219521935,24.910030350127162,2.0841498422779994,-2.1277345452133516,0.022169773078308364,1.3448438337502397,6.3481462386858025,0.0,0.5,27,3,7,0,3,3,0,1,1,7,3,9,5,0,1,1,4,1.7639999999999996,103.04330000000002,1,1,1,0,0,1,0,0,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
33,CUDRAFLAVONE C,CHEMBL485777,CC(C)=CCc1c(O)cc2oc(-c3ccc(O)cc3O)c(CC=C(C)C)c(=O)c2c1O,13.45853584026203,13.45853584026203,0.004050925925926041,-0.4470601851851852,0.4153271403941535,10.838709677419354,422.4770000000002,396.26900000000023,422.17293855199995,162,0,0.2000969823039898,-0.5078225161872101,0.5078225161872101,0.2000969823039898,0.8709677419354839,1.4838709677419355,2.064516129032258,16.343271779736295,9.97765025018602,2.226460588274801,-2.1364828951457717,2.3948808280601255,-2.115161077062484,5.892490811443281,0.44214411683229904,2.65801201209475,2.3787211477976626,1269.637447481263,22.86951453014407,17.98366614043841,17.98366614043841,14.595131908272995,9.923137398901822,9.923137398901822,8.007501812463206,8.007501812463206,4.988119607772592,4.988119607772592,3.3264317633706644,3.3264317633706644,-3.6699999999999995,5039883.1562529765,22.025066276748507,8.596581326229277,4.427783527950423,179.58365086973066,24.843260516416173,39.7275391081171,0.0,5.428790391900541,0.0,0.0,4.794537184071822,0.0,0.0,0.0,23.2982492738063,52.66932618153773,23.259637120317212,5.563451491696996,24.843260516416173,10.969244356107037,0.0,0.0,0.0,40.53659204461451,0.0,68.9139481070191,0.0,34.321746243707054,5.428790391900541,0.0,22.99804733313562,0.0,20.426109579362823,12.841643245852019,0.0,38.821851782156486,56.7754056687779,0.0,22.292943266678478,0.0,111.13000000000001,5.428790391900541,25.220646763434644,0.0,69.25953682906011,0.0,17.212576128600148,18.19910120538483,0.0,39.84698901243026,0.0,4.417150937053347,5.948767715419502,0.0,13.45853584026203,41.218252392859526,2.2724298042092066,-0.7804510307847232,5.280789222969056,4.175427189143854,7.592915532588221,0.0,0.24,31,4,6,0,0,0,2,1,3,6,4,6,5,0,0,0,3,5.2998000000000065,120.84920000000007,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
